Unnamed: 0_level_0,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
10-Nonadecenoic acid,,,-0.1830222,-0.49072545,-0.29390215,-0.50033265,-0.49044398,-0.49770265,-0.490897,-0.48536245,-0.49312416,-0.48942337,-0.49250729,,-0.49550636,,-0.49700413,-0.11445709,,,,,,,,-0.06798255,-0.52329493,0.08577982,-0.52770165,-0.20316769,0.21721191,-0.51664612,-0.52858739,-0.52208586,1.56574473,1.245237,1.02129592,-0.44049275,1.45698428,1.56370885,,-0.42484506,1.06587124,,,0.08725908,-0.2758015,-0.52282049,-0.52132372,-0.52732346,-0.51904477,1.07693831,1.30195021,2.26689756,,-0.4877456,,3.55303884,,-0.41799679,,-0.23155683,-0.52881328,-0.27459524,-0.53394436,-0.52579886,-0.22782592,-0.2503616,-0.29644791,0.06260575,,2.11665496,,1.44733591,-0.51649603,,2.67894889,,0.5468946,,-0.46817092,0.38489409,-0.48257667,-0.47336495,,,-0.48569691,0.09022094,-0.4893918,-0.48220101,-0.47745851,,,-0.48752742,-0.49525576,,-0.49213092,,,,-0.49384052,-0.48835134,-0.50193357,,-0.49010573,,-0.50121438,-0.49574304,-0.48509572,,-0.48874187,,-0.50041585,-0.49333405,,-0.51040481
12-Hydroxyoctadecanoic acid,-0.525857608,,-0.522835015,,-0.527219657,,,,,,,,,,,,,-0.518076088,,,,,,,,-0.552314376,,-0.224022799,,-0.541671891,-0.068573472,,,,2.159401865,1.473098467,-0.546211363,,-0.547342615,-0.471107463,,,-0.480988374,-0.504382568,,-0.343484337,-0.296250549,,,,,-0.537729535,-0.545717245,-0.550024143,-0.54626298,,-0.514372064,-0.47856265,-0.460155898,,-0.486007356,-0.419979272,,-0.395030411,,,-0.40736481,-0.389496798,-0.430989385,-0.332342741,-0.430276829,2.50022598,-0.547549175,1.07382365,,-0.525138951,-0.183192696,0.889396538,-0.490875716,,,-0.509845534,,,,,,0.455315815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Oxooctadecanoate,,,,,,-0.1020713649,,,0.0595230754,0.0709316887,,,,,,,,,-0.1335598651,,,,,,,-0.2346569143,-0.2454068646,-0.4749987516,-0.306743661,,-0.1486452727,-0.5104927495,-0.5118895872,-0.2050504701,-0.3517152751,-0.363900701,,,,,,,,,,-0.503139614,-0.5116372499,-0.2683024523,-0.2119799119,-0.5117417382,-0.1421676796,,,,,,,,,,,-0.5124420005,-0.2232975588,-0.3521275956,-0.3709729457,-0.2718200367,-0.3599811035,-0.3369983117,-0.3769426975,-0.2425191183,-0.3490478652,-0.3710196034,,-0.2960686301,,,-0.3373826814,-0.3747946933,,,,,,,-0.0058898847,0.2262493537,0.1110208084,0.3999608267,0.0815784025,0.0541868537,0.1232223955,11.445565395,0.0456113051,0.0490361557,-0.0046489348,0.0363552899,0.0596987094,0.3314088652,-0.0121329583,,0.3019566702,0.0013048646,0.1037575898,-0.132487708,,,-0.0085037591,-0.0342249906,0.1827681506,0.0850480737,0.071161104,0.0735368708,-0.0691323581,,0.1003836267,-0.0691269579
13-Docosenamide,0.0106671,0.28830938,0.08746046,-0.041624,0.03577931,-0.05043271,0.24804648,0.9456349,0.43690666,0.5171522,0.06018989,,0.42974639,1.42749679,1.25163101,,0.20571485,0.16434503,0.13502563,-0.7575419,0.25982961,,0.19861732,0.16673464,0.2397364,-0.55762473,-0.41960676,-0.60663683,-0.14912065,-0.53737741,-0.45406161,,,-0.53294105,-0.76166553,-0.7611919,-0.7637999,-0.76314473,-0.75373099,-0.76313247,-0.76299764,-0.76299985,-0.76322028,-0.76342818,-0.76328398,-0.59291218,,-0.49094421,-0.50172776,,-0.57272019,-0.76372453,-0.76379551,-0.76383379,-0.76380036,,-0.76351695,-0.76319872,-0.76303514,-0.76293645,-0.76326488,-0.53394871,-0.76396249,-0.39913396,-0.58189019,-0.49424106,-0.57310547,-0.44379984,-0.5316446,-0.30283475,-0.60984682,-0.75994261,-0.76381179,-0.76251666,-0.75727055,-0.76361264,-0.76014196,-0.76389146,-0.76330815,-0.76319035,-0.763401,-0.76347673,0.70906254,0.62543482,0.77700432,2.88151526,3.33101832,-0.08644421,0.996798,-0.76353091,1.05527716,0.80981362,1.38754774,0.40515652,0.14251369,0.80476982,1.5554955,0.59402424,0.71994613,0.46322436,0.2691272,0.93437934,0.15892484,-0.02599987,0.74018208,0.14854621,3.89061507,5.94498179,1.01742738,0.27059827,3.42455343,0.47013181,0.11549938,0.33606575,0.57612113,-0.21508733
"15-Oxo-11Z,13E-eicosadienoic acid",-0.4781726474,-0.432471208,-0.487206764,-0.4781844693,-0.4787582693,-0.4581222902,-0.4469727315,-0.4837566967,-0.4814567933,-0.4872006284,-0.4809036699,-0.4755009641,-0.4068806781,-0.4801499998,-0.4433087155,-0.4552892843,-0.4592991171,-0.4176465519,-0.4786323878,-0.4811007654,-0.4793934397,-0.4788846809,-0.4867412375,-0.4807334135,-0.4806452908,-0.3215662049,-0.4614735397,-0.4872645621,-0.0130563843,-0.43733799,-0.4872476213,-0.4872561936,-0.4872774033,-0.0997097505,0.0806565735,0.1101167454,,,0.165873152,,,,,,,-0.3084677484,-0.4641021358,-0.4141952451,0.0898629883,-0.4485011936,-0.2422000171,,,,,,,,,,,-0.1712688419,,-0.4872795277,-0.3317509268,-0.4872724504,-0.3056094456,-0.2806198166,-0.4872869523,-0.4872704481,-0.3373808281,0.1779145535,,-0.487242216,0.0499430391,,0.0016243613,,,,,,-0.4808591687,-0.4804688512,-0.4839544495,-0.4807963758,-0.4798111306,-0.4809552457,-0.4831858824,,-0.4753141435,-0.4791265736,-0.4788302593,-0.4714057774,-0.4753816633,-0.4872245326,-0.4872126503,-0.4707966714,-0.474765827,-0.469964277,-0.4746222497,-0.4612862333,-0.46717769,-0.478197193,-0.4809477975,-0.4643167913,-0.4788244891,-0.4414187172,-0.480314928,-0.4833597779,-0.4795088926,-0.4488529423,-0.4680288603,-0.4771934632,-0.4780309994,-0.4814651116
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl- ",-0.45572051,-0.45470686,,-0.4556249,-0.45584643,0.26976187,2.6634888,-0.45629696,-0.45564143,,0.40285141,0.7893723,1.83067464,-0.45522672,4.2393025,4.55034947,1.1582945,-0.45500109,-0.45349976,-0.45468476,-0.45472922,-0.45523011,-0.45455223,-0.45485553,-0.45434737,-0.42866863,-0.3605185,,-0.40520233,-0.45718256,,,,-0.38341324,-0.45826878,-0.4582536,-0.45760224,-0.45078638,-0.45770683,-0.45065877,-0.44925609,-0.44927916,-0.45157228,-0.31716256,,-0.29349166,-0.41917531,-0.26787515,-0.37620626,-0.45915011,-0.45835268,-0.41190431,-0.39728436,-0.45795474,-0.45760701,-0.45533788,-0.45465865,-0.45134802,-0.44964629,-0.44861951,-0.45203629,-0.30155286,1.18162914,,-0.38458399,,-0.45965724,-0.45935918,,,-0.45531454,-0.45839036,,,-0.44797021,,-0.42683611,-0.45855471,,,-0.38629853,-0.45424017,0.60015075,-0.4539527,-0.02987611,1.28797673,0.84270136,-0.45491024,0.36844967,0.33825744,-0.454347,-0.4547697,1.16070009,-0.45531686,0.19170485,,,1.97699756,0.02431541,4.85938325,1.38321246,0.16936518,2.96432181,0.07087072,0.32706926,0.53376247,2.41246705,3.33621006,-0.45508263,-0.45571518,-0.45543384,-0.45554215,-0.4565583,-0.45587617,-0.45433009,-0.45752046
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]-",,,,,,-0.840470157,-0.204229452,,,,1.323036184,-0.406564805,-0.130461888,,-0.570636049,0.731670931,-0.83927259,,,,,,,,,-0.846507044,0.060338364,0.391610223,-0.850317245,,-0.844603142,0.584264061,0.042878043,-0.848296739,,,,,,,,,,-0.829954684,,-0.084679716,-0.123032127,-0.848561051,-0.172101802,,,-0.073912275,0.494949035,,,,,,,,,-0.624860789,-0.10893927,,-0.852563306,-0.291719348,,,-0.516017735,-0.056912458,-0.852769421,,,,1.85728556,,3.602070025,,,,-0.828898695,,-0.747402011,,0.464380812,-0.825872807,-0.038760698,,0.424220522,0.574043569,,,0.245635563,,1.047329393,,,0.693186599,0.423501918,-0.213484934,0.009115765,-0.222177003,-0.349936337,0.457754954,-0.493507019,0.435693092,-0.09449226,0.510102875,,,,,,,,
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.2753254,1.15066578,,,0.26384177,,0.43146389,,0.12646851,,-0.12093108,-0.57261661,-0.16339923,-0.57233939,-0.5732121,-0.57342905,,-0.57211008,0.83170739,0.80642189,0.42784569,0.16933611,0.72880092,0.08778971,0.60235389,-0.57532712,-0.22518458,-0.57574279,,,,-0.23878572,-0.27000086,,0.18406998,-0.57541567,-0.57475368,,-0.57485997,,,,,,,-0.31993826,-0.36868479,,-0.57573946,-0.33823354,,0.43477239,-0.57470725,-0.57511193,-0.57475853,,,,,,,-0.57691283,-0.57647265,-0.29384522,,-0.34724252,,-0.29169626,-0.57697683,-0.26394727,,0.64737684,-0.57487938,0.74473803,-0.57526686,-0.57277371,-0.57564641,,,,,,-0.57194636,-0.57104458,-0.57143743,,-0.03594682,-0.57201775,-0.57261352,-0.27610164,-0.57144532,-0.26881248,-0.57216585,-0.57243101,-0.57318756,-0.32693251,-0.41267102,-0.21405571,-0.57322187,-0.57166608,-0.57304902,-0.2908982,-0.43667673,-0.26839511,-0.57268341,-0.15380557,-0.33220078,-0.57323527,,-0.38725399,-0.02685653,-0.57265997,-0.57369271,-0.10627655,-0.57142813,-0.57467057
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",-0.62557572,-0.31189565,-0.4469225,-0.43501647,-0.48244591,-0.42714978,-0.39623108,-0.50566509,-0.40100848,-0.58506573,-0.46866828,,-0.49928655,,,,-0.52016664,,0.36318756,-0.44549912,-0.48654651,-0.4324906,-0.47931781,-0.53584909,-0.47418578,-0.71423649,-0.85907308,,-0.76915255,-0.3854281,-0.41710589,-0.60001734,-0.69591456,-0.29539239,0.22436986,,,-0.55018684,,1.50594927,2.09678064,1.8613429,0.9204385,0.87886424,,-0.7355791,-0.69721678,-0.63073296,,-0.60035317,-0.1123024,2.45457928,,,,,1.31787245,2.50845685,,,,-0.56006072,,-0.7782804,,-0.66342217,-0.83064784,-0.81569084,,-0.76907589,-0.75700661,-0.01134622,,0.60237438,,,,,2.301717,,2.47392783,1.92744018,,,,-0.01595018,-0.23122639,,,-0.05255473,,-0.09595503,,,,-0.55247227,-0.4185296,-0.24914912,,,,-0.37401721,-0.61506474,-0.3721372,,-0.4570922,-0.57233019,,-0.41063702,-0.64858998,-0.48817848,,,-0.57765472,,
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,-0.40081634,-0.40006268,-0.40050748,-0.40257327,-0.40052287,-0.40077161,-0.40046769,-0.40323365,-0.39786421,-0.40044727,-0.4032196,-0.39999835,-0.39655457,-0.40070213,-0.40124571,-0.40323371,-0.39646484,-0.40039717,-0.40314457,-0.39958192,-0.39826741,-0.40319968,-0.39506366,-0.40240426,-0.39399807,-0.30623091,-0.29920556,-0.33564205,-0.35369062,-0.24517131,-0.29235868,-0.22384993,-0.34413733,-0.36115319,-0.40329644,-0.40329595,-0.40327521,0.57676566,-0.13490592,1.03463239,3.58797486,3.95298796,3.35083404,2.95661193,2.85169415,-0.33009872,-0.33897154,-0.30770803,-0.33188889,-0.33358904,-0.31934882,-0.40325024,-0.29709024,-0.16576015,-0.40327536,-0.40320311,0.50312806,1.51340249,2.65658066,3.68681905,0.90919283,-0.36349945,-0.3573077,-0.35253789,-0.34034842,-0.30288282,-0.34034651,-0.34619348,-0.36302205,-0.32042691,-0.40334657,-0.04546846,-0.27787372,-0.40326761,-0.40329129,-0.40321318,-0.40330318,-0.40330554,0.79186208,0.08816863,0.79252824,-0.0205043,-0.40318725,-0.403159,-0.40184226,-0.39248157,-0.384666,-0.40318949,-0.40320816,-0.39891257,-0.40317155,-0.40318501,-0.40319413,-0.40037995,-0.40322614,-0.40323708,-0.3985287,-0.39763871,-0.40322722,-0.40317847,-0.4032218,-0.39848188,-0.40324662,-0.39601054,-0.40321035,-0.4004777,-0.40184389,-0.40322764,-0.40319498,-0.40321512,-0.40320616,-0.40320961,-0.40324197,-0.39693095,-0.39697373,-0.40327261
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",-0.111615251,-0.111824423,-0.111559198,-0.111507052,-0.111827031,-0.110388247,-0.111522049,,-0.111826562,-0.111825341,,-0.111826237,-0.111826917,-0.111380287,-0.111827578,,-0.111827908,-0.111825096,,-0.111430151,-0.111426337,,-0.111824069,-0.111824763,-0.1118236,-0.11183234,-0.111833704,0.006431348,-0.111834675,-0.111830089,-0.111831174,-0.111832238,-0.070697739,0.014204545,,,,-0.11181545,-0.111831289,-0.111815158,-0.111811948,-0.111812001,-0.111817249,-0.111822199,-0.111818765,-0.11183408,-0.023686305,-0.111833599,-0.111833269,-0.057396435,-0.002924987,,-0.111830945,-0.111831856,,,-0.111824312,-0.111816735,-0.111812841,-0.111810491,-0.111818311,-0.111835911,-0.0375493,-0.086901548,-0.111836051,-0.032742573,-0.111835752,-0.11183507,-0.111836055,-0.111834007,,0.283511469,2.026241245,,,,,,-0.004721734,-0.111816536,-0.111821552,-0.111823355,,,-0.111535089,-0.11080174,-0.111825415,,,-0.11138335,,,,-0.111825819,,,-0.111380994,-0.111358919,,,,-0.111545432,,-0.111793226,,-0.111828491,-0.111426552,,,,,,,-0.111827099,-0.111354981,
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",-0.390421372,,-0.389948621,-0.390259633,,-0.391825169,-0.390213767,,,,-0.390650515,,,-0.389586002,,,,,,-0.388669131,-0.388744355,-0.389591732,,,,-0.3374599,,-0.360442742,,,,,-0.235840333,-0.352871166,,,,,,,,,,,,-0.213301219,-0.396077882,,,-0.381110383,-0.394874392,,,,-0.393612894,,,,,,,-0.280004682,-0.396466214,-0.314959984,,-0.332421398,,,,,-0.285783623,-0.394938134,-0.393814063,,,,-0.395090855,,-0.384949995,,,,-0.388931754,,-0.388084592,-0.385213802,,0.281694985,1.58353043,-0.388870538,-0.388097727,,,,,1.458800901,-0.39048866,-0.389304579,-0.391054979,,-0.390767248,-0.389872761,1.092118083,-0.392126283,-0.390158647,,-0.391968851,-0.391077271,,-0.390412353,,-0.390119634,-0.391838727,,2.058857687,
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,,1.032562521,,,,,,,,,,,,,,,-0.673966101,,,,,,,,-0.482049302,-0.798863231,2.90164655,-0.799612751,-0.800732594,-0.797060109,,0.080738808,-0.800888946,-0.799741293,,,,,,0.699821389,0.468729949,2.551514827,,,1.916721014,-0.800256054,,-0.79987097,0.079261107,-0.800665836,,,,,,,,1.8527772,0.44798598,,,-0.801722557,,-0.571774289,-0.801834559,-0.800396713,-0.34355467,1.510082414,-0.801837948,-0.800197723,-0.801935683,,,,,3.022050143,,,,,0.923376155,,,,,,,-0.42746587,-0.504352992,,,,,,,-0.490279149,,,,,,,-0.555301049,,,,,,,,,,,,0.416075638,
"2-Allyl-1,4-dimethoxybenzene",-0.469794036,-0.222881268,-0.406125108,-0.360391086,-0.433608778,-0.444102844,-0.429216034,-0.424078512,-0.443352894,-0.500613324,-0.438551474,-0.459859538,-0.445585167,-0.478947823,-0.512123828,-0.476530045,-0.487059981,-0.478536101,-0.371523356,-0.381121627,-0.39335984,-0.425688096,-0.426228601,-0.448864559,-0.449589638,-0.478677612,-0.560346143,,,,,-0.487598554,,,1.068161844,0.789470491,1.47499299,-0.111463061,0.58605889,0.344794168,0.181904224,0.861757293,0.509569978,0.166430106,0.591995299,-0.560669912,0.743813187,,1.770224997,,,2.718978223,1.782354859,1.608888828,1.250955157,6.071112589,0.824715051,1.034893517,0.32836692,0.510350489,0.062265561,-0.562245591,,-0.561576764,,,-0.562108773,0.244993782,,,,0.816046238,1.658939823,0.902749456,1.54383221,6.515528139,0.763647814,1.90742066,0.560630482,0.484590556,0.469786739,0.270933489,-0.406599511,-0.492350744,-0.483572017,-0.484265089,-0.48930735,-0.43621803,-0.44900166,-0.446586693,-0.394327303,-0.432372207,-0.358829474,-0.444254728,-0.404684166,-0.473916313,-0.446900974,-0.437199477,-0.492296569,-0.439986956,-0.446013475,-0.426609234,-0.479854825,-0.443847388,-0.514070454,-0.443512565,-0.47691561,-0.486997434,-0.452627074,-0.443526964,-0.498093617,-0.460167211,-0.481440118,-0.503817328,-0.322208134,-0.472677182
2-Amino-4-methylphenol,-0.18504997,-0.24456087,-0.24482074,-0.23041611,-0.24496423,-0.24521337,-0.22650424,-0.2451237,-0.22656845,-0.24470297,-0.2449676,-0.22753323,-0.24494657,-0.24474487,-0.24504882,-0.23392312,-0.24509988,-0.22425847,0.07635508,-0.22957318,-0.20817803,-0.13007705,-0.11808195,-0.21006158,-0.2253764,-0.13008669,,,,,,0.02926831,,,-0.24582165,-0.24581628,-0.24558572,-0.24317316,-0.24562274,-0.24312799,-0.2426315,-0.24263966,-0.24345134,-0.2442169,-0.24368589,-0.24605446,-0.14022977,-0.13096157,-0.09411189,,-0.20415867,-0.24530816,-0.24556955,-0.24571049,-0.24558741,-0.24478422,-0.2445438,-0.24337196,-0.24276961,-0.24240617,3.09995049,-0.20976807,,,-0.21540779,-0.14651077,,-0.2290058,-0.21863191,-0.21380055,-0.24637887,0.41281342,-0.2456295,0.4982067,-0.24576445,-0.06736541,-0.24589664,-0.24592286,-0.2437749,5.29653993,5.39750449,6.08448373,-0.19931,-0.24429392,-0.2297031,-0.21299677,-0.24471437,-0.24463285,-0.2240336,-0.24459518,-0.20867995,-0.24458311,-0.24468443,-0.20478783,-0.22810848,-0.20679557,-0.23190856,-0.24468599,-0.23518616,-0.24451038,-0.23492058,-0.24480487,-0.23112161,-0.23302693,-0.22461407,-0.24519011,-0.24524343,-0.24505689,-0.24469387,-0.22888619,-0.24481819,-0.22917464,-0.24521621,-0.23225984,-0.21919097,-0.24555677
"2-Amino-4,6-dihydroxypyrimidine",0.92835104,,,0.03785945,,,0.83113928,,0.59942016,,,0.07809247,,,,0.50784696,,1.79847837,0.41767496,1.06876262,1.16711537,0.73140449,0.5028913,0.79309874,0.49912501,-0.71893886,-0.52660539,-0.86562643,,-0.38374734,-0.70804854,-0.86550874,-0.86580703,-0.86564462,,,,,,,,,,,,-0.82215093,-0.7092963,-0.67807549,-0.86562558,-0.55358464,-0.57546994,,,,,,,,,,-0.86393063,-0.35172874,-0.3267213,-0.33568077,-0.86594084,-0.64425469,,-0.05481163,-0.86594132,-0.58168533,,-0.86557843,,-0.86191204,,-0.86486882,,,,-0.86372954,-0.86429787,-0.86450216,0.45829933,,2.5198229,-0.86408779,,,2.77690914,,0.573897,,,0.36264266,1.33781919,1.04318793,1.91289526,,0.36182774,,0.8163357,,1.66918576,0.75045733,1.6925158,,,,,3.72181337,,1.57664925,,-0.55397445,3.53536634,
2-Aminoadipic acid,-0.383423567,-0.312130252,-0.383105902,-0.383314886,-0.383566714,-0.384366847,-0.383284067,-0.34624638,-0.383333671,-0.382727654,-0.383577539,-0.383172312,-0.383509994,-0.382862241,-0.383838383,-0.384081055,-0.384002384,-0.382605753,-0.380899074,-0.38224615,-0.308175887,-0.358260189,-0.382095496,-0.382440283,-0.344771657,-0.041551194,-0.007666626,,-0.094483344,0.234878668,0.063272209,,,,0.003288349,,,,,,,,,,,-0.069502344,-0.174407811,-0.156476074,,-0.224397421,-0.049870987,,,,,,,,,,,-0.368601687,-0.387485394,-0.215755997,,-0.089986793,-0.194505532,-0.207898923,,-0.117552622,-0.251286181,,,3.608377205,,,4.907098097,,,,,,-0.382422619,-0.381413962,-0.326113075,,,-0.382502474,-0.299258328,-0.382381485,-0.381862195,-0.382342713,-0.382668133,-0.382964712,-0.336952643,-0.384201297,-0.383468781,-0.382673138,-0.383849319,-0.382109128,-0.383655978,-0.383054928,-0.335505859,-0.351028761,-0.383247029,-0.345677177,-0.325963799,-0.383864298,-0.382698448,-0.383417507,-0.38309769,-0.383220814,-0.384375958,-0.30862613,-0.381842972,-0.331761575
2-Aminobutanoic acid,,-0.4904860889,,,,,,-0.4904865507,,,,,,,,,,,,,-0.4904860954,-0.4895134044,,,-0.4904859845,-0.3099326977,0.2845736259,-0.2617090009,0.4361250698,-0.475900729,-0.359757464,-0.2752665062,-0.3674751624,-0.2972410802,1.0443654814,0.3458317689,-0.214862017,2.0351095867,-0.1219137698,,,0.6568196196,0.4349643417,0.9553708551,0.3598955621,-0.2225800888,-0.3026097718,-0.1828622823,-0.2967717957,-0.3851419155,-0.2329907388,-0.2021775824,4.2518141491,3.6242839866,3.0933257273,2.1282133386,,,,,,-0.3675464377,,-0.3717436083,-0.4394708747,-0.3301207666,-0.41121453,-0.4007368556,-0.4046678401,-0.3680286915,-0.4266622914,-0.0202598976,2.975738264,5.2977270068,-0.1866015697,4.8655831839,-0.1105670901,0.1064612227,,,,,,,-0.4904859822,,,,-0.3482631224,,,,,,-0.420758702,,,,,,,,-0.4040169562,-0.4383344391,,-0.4878008675,-0.4254108333,,,,,,,-0.425095061,,-0.3043795851
2-Butenedioic acid,,,-0.4114733932,,,,,,,,,,,,,-0.5887078158,,,,,,-0.4966609384,,,,-0.4105278709,-0.2964980404,-0.0912104745,-0.1641184064,0.1960032673,-0.4193632118,-0.1837468915,-0.2508851253,-0.3600227239,2.8574721531,1.7754032838,1.1857994173,-0.3713902312,2.3525550083,-0.0951185194,0.1184710444,0.7375625576,0.8513348691,0.5663627145,0.1392131621,-0.2899486048,-0.4315515086,-0.3117783448,-0.2894326802,-0.4311177938,-0.2754762627,1.3742567449,1.2549240308,2.1040370378,4.7971447328,4.432503028,-0.1057706204,0.0370416268,0.3460347934,0.5713026529,-0.0119960555,-0.3414572818,-0.2134774288,-0.4728987524,-0.2885974275,-0.301067715,-0.2532468043,-0.19864055,-0.3417580162,-0.3064986096,-0.3019661247,2.2878435264,0.9529245258,1.0685862007,3.0440703896,1.8610409757,5.2211903419,1.5955109387,-0.1230937418,0.5224809045,0.0238797069,-0.0996637996,,,,,,-0.4309502782,-0.576506131,,-0.3915392787,-0.3550480821,-0.3875693688,-0.5218169392,-0.4705381412,-0.4730959266,-0.47817542,-0.4415139139,-0.4987939096,-0.4491950593,-0.496694332,-0.5003099067,-0.5201794366,-0.5160239517,-0.4617734438,-0.5086710892,-0.5209087634,-0.4302107962,-0.4643785004,-0.5039138854,-0.2369610613,-0.4672962295,-0.5177949108,-0.2572179513,-0.5875843397,-0.5497921237
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]-",-0.31705921,-0.31705914,-0.31705919,-0.31705921,-0.31705922,-0.31705928,-0.31705921,-0.31705926,-0.31705921,-0.31705917,-0.31705923,-0.31705688,-0.31705922,-0.31705918,-0.31705924,,-0.31705925,-0.31705916,-0.31705905,-0.31705914,-0.31705914,-0.31705918,-0.31705913,-0.31705915,-0.31705911,-0.21019124,-0.2190735,-0.20314223,-0.23301806,-0.16705475,-0.18525877,-0.1773309,-0.2484076,-0.22308134,-0.31705941,-0.3170594,1.97428294,4.64816394,1.08640167,-0.31705883,-0.31705873,-0.31705873,-0.3170589,1.47487947,0.22102691,-0.23689946,-0.21624654,-0.21015217,-0.1806935,-0.22110264,-0.20088216,-0.3170593,0.68563263,-0.31705938,-0.31705936,2.13138616,1.662864,1.25271684,3.05060421,4.10489815,2.65494031,-0.25393102,-0.22140391,-0.24987316,-0.26432187,-0.24448017,-0.24386819,-0.23012192,-0.25297394,-0.23684741,-0.27233255,-0.31705942,-0.31705937,-0.31705934,-0.31705939,-0.31705921,0.09070126,-0.31705943,-0.31705897,-0.30327288,-0.31705904,-0.3170591,-0.31705915,-0.31705908,-0.31705911,-0.31705898,-0.31705917,-0.31705915,-0.3170592,-0.31705915,-0.31705911,-0.31705914,-0.31705749,-0.31705918,-0.31705924,-0.31705927,-0.31705922,-0.31705917,-0.31705924,-0.31705913,-0.31705923,-0.31705728,-0.31705929,-0.31705929,-0.3170592,-0.31705927,-0.31705374,-0.31705924,-0.31705917,-0.31705661,-0.31705919,-0.3170592,-0.31705928,-0.31705923,,-0.31705595
2-Ethyl-3-hydroxypropionic acid,,,,,,,,,,,,0.466633069,,,,,,,,,,,,,,-1.346045645,-0.458641077,-0.324926249,-1.087122266,0.469167506,-0.730068586,-0.578905446,-0.529071768,-0.262793455,,,-1.339794208,-0.827519863,-1.340952971,,,,,0.527538823,1.483254457,-1.354466371,-0.868504232,-0.277308933,-0.689802989,-1.356943832,-1.348108764,,-1.339288073,,,0.778223875,-1.307180584,2.06020265,1.612962613,2.062473234,1.443851275,-1.363332549,-0.409518931,-1.359569133,-1.063876386,-0.47030554,-1.065922356,-1.359260224,-1.107737464,-1.354113713,-0.958507425,,,,,,-1.349526402,,,-1.26953504,,,,,,,,,,,,,0.362598832,,,,,,,,,0.515633901,,,,,0.030477427,,,-1.318886389,,,,,,-0.540719605
